96641(1.0),712729(1.0)
96641(1.0),402752(1.0)
96641(1.0),782745(1.0)
96641(1.0),437225(1.0)
629708(1.0),327567(1.0)
629708(1.0),852813(1.0)
852813(1.0),327567(1.0)
852813(1.0),477468(1.0)
727987(1.0),949805(1.0)
727987(1.0),541465(1.0)
727987(1.0),841572(1.0)
712729(1.0),402752(1.0)
712729(1.0),782745(1.0)
712729(1.0),437225(1.0)
372446(0.38),541465(1.0)
402752(1.0),782745(1.0)
402752(1.0),437225(1.0)
949805(1.0),541465(1.0)
949805(1.0),841572(1.0)
397735(1.0),344671(0.38)
437225(1.0),782745(1.0)
541465(1.0),841572(1.0)
